,,"synergy
","antagonism
"
DRONEDARONE,TAMOXIFEN,1.0,0.0
DRONEDARONE,TERAZOSIN,0.0,1.0
DRONEDARONE,TESTOLACTONE,1.0,0.0
DRONEDARONE,TESTOSTERONE,0.0,1.0
DRONEDARONE,TETRABENAZINE,0.0,1.0
DRONEDARONE,TETRACYCLINE,0.0,1.0
DRONEDARONE,THALIDOMIDE,1.0,0.0
DRONEDARONE,THEOPHYLLINE,0.0,1.0
DRONEDARONE,THIABENDAZOLE,0.0,1.0
DRONEDARONE,THIOTEPA,0.0,1.0
DRONEDARONE,TIAGABINE,0.0,1.0
DRONEDARONE,TINIDAZOLE,0.0,1.0
DRONEDARONE,TIZOXANIDE,0.0,1.0
DRONEDARONE,TOLAZOLINE,0.0,1.0
DRONEDARONE,TOLVAPTAN,0.0,1.0
DRONEDARONE,TOPIRAMATE,1.0,0.0
DRONEDARONE,TRAZODONE,0.0,1.0
DRONEDARONE,TRIAMTERENE,0.0,1.0
DRONEDARONE,TRIFLUOPERAZINE,0.0,1.0
DRONEDARONE,TRIFLUPROMAZINE,1.0,0.0
DRONEDARONE,TRIHEXYPHENIDYL,0.0,1.0
DRONEDARONE,TRILOSTANE,0.0,1.0
DRONEDARONE,TRIMETHOBENZAMIDE,0.0,1.0
DRONEDARONE,TRIMETHOPRIM,0.0,1.0
DRONEDARONE,TRIOXSALEN,0.0,1.0
DRONEDARONE,VARENICLINE,1.0,0.0
DRONEDARONE,VECURONIUM BROMIDE,0.0,1.0
DRONEDARONE,VINBLASTINE,1.0,0.0
DRONEDARONE,ZALCITABINE,0.0,1.0
DRONEDARONE,ZILEUTON,0.0,1.0
DRONEDARONE,ZOLINZA,0.0,1.0
DRONEDARONE,ZONISAMIDE,0.0,1.0
DRONEDARONE HCL,PANOBINOSTAT,1.0,0.0
DRONEDARONE HCL,TEMOZOLOMIDE,0.0,1.0
DROPERIDOL,TEMOZOLOMIDE,1.0,0.0
DROPROPIZINE,TEMOZOLOMIDE,1.0,0.0
DROSPIRENONE,PANOBINOSTAT,0.0,1.0
DROXINOSTAT,PANOBINOSTAT,1.0,0.0
DROXINOSTAT,RUXOLITINIB,1.0,0.0
DROXINOSTAT,TEMOZOLOMIDE,1.0,0.0
DSSTox_CID_28582,RUXOLITINIB,1.0,0.0
DULOXETINE HCL,TEMOZOLOMIDE,1.0,0.0
DUTASTERIDE,EFAVIRENZ,0.0,1.0
DUTASTERIDE,EFLORNITHINE,1.0,0.0
DUTASTERIDE,ELTROMBOPAG,0.0,1.0
DUTASTERIDE,ENALAPRILAT,0.0,1.0
DUTASTERIDE,ENDOXIFEN,1.0,0.0
DUTASTERIDE,ENOXACIN,0.0,1.0
DUTASTERIDE,ENTACAPONE,0.0,1.0
DUTASTERIDE,EPINEPHRINE,1.0,0.0
DUTASTERIDE,EPTIFIBATIDE,0.0,1.0
DUTASTERIDE,ETHAMBUTOL,0.0,1.0
DUTASTERIDE,ETHINYL ESTRADIOL,0.0,1.0
DUTASTERIDE,ETOMIDATE,1.0,0.0
DUTASTERIDE,EVEROLIMUS,0.0,1.0
DUTASTERIDE,EZETIMIBE,0.0,1.0
DUTASTERIDE,EZETIMIBE GLUCURONIDE,1.0,0.0
DUTASTERIDE,FEBUXOSTAT,0.0,1.0
DUTASTERIDE,FELBAMATE,0.0,1.0
DUTASTERIDE,FENOPROFEN,0.0,1.0
DUTASTERIDE,FLUTAMIDE,0.0,1.0
DUTASTERIDE,FLUVOXAMINE,1.0,0.0
DUTASTERIDE,FOMEPIZOLE,0.0,1.0
DUTASTERIDE,FOSCARNET,0.0,1.0
DUTASTERIDE,FURAZOLIDONE,0.0,1.0
DUTASTERIDE,GABAPENTIN,0.0,1.0
DUTASTERIDE,GALANTAMINE,0.0,1.0
DUTASTERIDE,GANCICLOVIR,0.0,1.0
DUTASTERIDE,GEFITINIB,1.0,0.0
DUTASTERIDE,GUANADREL,1.0,0.0
DUTASTERIDE,GUANFACINE,0.0,1.0
DUTASTERIDE,HALOFANTRINE,0.0,1.0
DUTASTERIDE,HYDRALAZINE,0.0,1.0
DUTASTERIDE,HYDROXYCHLOROQUINE,0.0,1.0
DUTASTERIDE,HYDROXYFLUTAMIDE,1.0,0.0
DUTASTERIDE,HYDROXYMETRONIDAZOLE,0.0,1.0
DUTASTERIDE,HYDROXYUREA,0.0,1.0
DUTASTERIDE,ILOPROST,0.0,1.0
DUTASTERIDE,IMATINIB,1.0,0.0
DUTASTERIDE,IMIPRAMINE,0.0,1.0
DUTASTERIDE,IRINOTECAN,0.0,1.0
DUTASTERIDE,ISONIAZID,0.0,1.0
DUTASTERIDE,ISOPROTERENOL,0.0,1.0
DUTASTERIDE,ITRACONAZOLE,1.0,0.0
DUTASTERIDE,IVERMECTIN,0.0,1.0
DUTASTERIDE,LACOSAMIDE,0.0,1.0
DUTASTERIDE,LAMOTRIGINE,0.0,1.0
DUTASTERIDE,LEFLUNOMIDE,1.0,0.0
DUTASTERIDE,LEVAMISOLE,0.0,1.0
DUTASTERIDE,LEVETIRACETAM,0.0,1.0
DUTASTERIDE,LEVONORGESTREL,0.0,1.0
DUTASTERIDE,LIOTHYRONINE,0.0,1.0
DUTASTERIDE,LITHIUM CITRATE,0.0,1.0
DUTASTERIDE,LOPERAMIDE,0.0,1.0
DUTASTERIDE,LUBIPROSTONE,0.0,1.0
DUTASTERIDE,LUMEFANTRINE,1.0,0.0
DUTASTERIDE,MARAVIROC,0.0,1.0
DUTASTERIDE,MEBENDAZOLE,1.0,0.0
DUTASTERIDE,MECLOFENAMIC ACID,1.0,0.0
DUTASTERIDE,MEFLOQUINE,1.0,0.0
DUTASTERIDE,MEMANTINE,0.0,1.0
DUTASTERIDE,MEPHENYTOIN,0.0,1.0
DUTASTERIDE,MERCAPTOPURINE,0.0,1.0
DUTASTERIDE,METAXALONE,0.0,1.0
DUTASTERIDE,METFORMIN,0.0,1.0
DUTASTERIDE,METHOTREXATE,0.0,1.0
DUTASTERIDE,METHYCLOTHIAZIDE,0.0,1.0
DUTASTERIDE,METHYLDOPA,0.0,1.0
DUTASTERIDE,METHYLERGONOVINE,0.0,1.0
DUTASTERIDE,METYROSINE,0.0,1.0
DUTASTERIDE,MIGLITOL,0.0,1.0
DUTASTERIDE,MIGLUSTAT,0.0,1.0
DUTASTERIDE,MILRINONE,0.0,1.0
DUTASTERIDE,MINOXIDIL SULFATE,0.0,1.0
DUTASTERIDE,MITOTANE,1.0,0.0
DUTASTERIDE,MITOXANTRONE,1.0,0.0
DUTASTERIDE,NABILONE,0.0,1.0
DUTASTERIDE,NALTREXONE,0.0,1.0
DUTASTERIDE,NICLOSAMIDE,0.0,1.0
DUTASTERIDE,NISOLDIPINE,0.0,1.0
DUTASTERIDE,NITAZOXANIDE,0.0,1.0
DUTASTERIDE,NITISINONE,1.0,0.0
DUTASTERIDE,NITROSOGLUTATHIONE,0.0,1.0
DUTASTERIDE,NIZATIDINE,1.0,0.0
DUTASTERIDE,NORCISAPRIDE,0.0,1.0
DUTASTERIDE,NOVOBIOCIN,1.0,0.0
DUTASTERIDE,ORLISTAT,0.0,1.0
DUTASTERIDE,OSELTAMIVIR,0.0,1.0
DUTASTERIDE,OSELTAMIVIR ACID,0.0,1.0
DUTASTERIDE,OXYPHENBUTAZONE,1.0,0.0
DUTASTERIDE,OXYPHENONIUM BROMIDE,0.0,1.0
DUTASTERIDE,PALONOSETRON,1.0,0.0
DUTASTERIDE,PAMIDRONIC ACID,0.0,1.0
DUTASTERIDE,PANOBINOSTAT,0.0,1.0
DUTASTERIDE,PAZOPANIB,1.0,0.0
DUTASTERIDE,PENTAMIDINE,0.0,1.0
DUTASTERIDE,PENTOLINIUM TARTRATE,0.0,1.0
DUTASTERIDE,PENTOSTATIN,0.0,1.0
DUTASTERIDE,PHENPROCOUMON,1.0,0.0
DUTASTERIDE,PHENSUXIMIDE,0.0,1.0
DUTASTERIDE,PIPERAZINE HEXAHYDRATE,0.0,1.0
DUTASTERIDE,PRAMIPEXOLE,1.0,0.0
DUTASTERIDE,PRAZIQUANTEL,0.0,1.0
DUTASTERIDE,PREDNISOLONE,0.0,1.0
DUTASTERIDE,PRIMIDONE,0.0,1.0
DUTASTERIDE,PROBENECID,0.0,1.0
DUTASTERIDE,PROBUCOL,0.0,1.0
DUTASTERIDE,PROCARBAZINE,0.0,1.0
DUTASTERIDE,PROGUANIL,0.0,1.0
DUTASTERIDE,PROPYLTHIOURACIL,0.0,1.0
DUTASTERIDE,PYRAZINAMIDE,0.0,1.0
DUTASTERIDE,PYRAZINOIC ACID,0.0,1.0
DUTASTERIDE,PYRIDOSTIGMINE BROMIDE,0.0,1.0
DUTASTERIDE,PYRVINIUM CHLORIDE DIHYDRATE,1.0,0.0
DUTASTERIDE,QUININE,1.0,0.0
DUTASTERIDE,RALTEGRAVIR,0.0,1.0
DUTASTERIDE,RANOLAZINE,0.0,1.0
DUTASTERIDE,RIBAVIRIN,0.0,1.0
DUTASTERIDE,RIBAVIRIN 5\'-TRIPHOSPHATE,0.0,1.0
DUTASTERIDE,RIFABUTIN,0.0,1.0
DUTASTERIDE,RILUZOLE,0.0,1.0
DUTASTERIDE,RISPERIDONE,0.0,1.0
DUTASTERIDE,ROSIGLITAZONE,1.0,0.0
DUTASTERIDE,SAXAGLIPTIN,0.0,1.0
DUTASTERIDE,SERTRALINE,0.0,1.0
DUTASTERIDE,SILDENAFIL,0.0,1.0
DUTASTERIDE,SN-38,0.0,1.0
DUTASTERIDE,SODIUM DIETHYLDITHIOCARBAMATE TRIHYDRATE,1.0,0.0
DUTASTERIDE,SORAFENIB,0.0,1.0
DUTASTERIDE,SPIRONOLACTONE,0.0,1.0
DUTASTERIDE,STANOZOLOL,0.0,1.0
DUTASTERIDE,SUCCINYLCHOLINE CHLORIDE,0.0,1.0
DUTASTERIDE,SULFAMETER,0.0,1.0
DUTASTERIDE,SUMATRIPTAN,0.0,1.0
DUTASTERIDE,SUNITINIB,0.0,1.0
DUTASTERIDE,TACROLIMUS,0.0,1.0
DUTASTERIDE,TEMOZOLOMIDE,2.0,0.0
DUTASTERIDE,TESTOLACTONE,1.0,0.0
DUTASTERIDE,TESTOSTERONE,0.0,1.0
DUTASTERIDE,TETRACYCLINE,0.0,1.0
DUTASTERIDE,THALIDOMIDE,0.0,1.0
DUTASTERIDE,THEOPHYLLINE,0.0,1.0
DUTASTERIDE,THIABENDAZOLE,0.0,1.0
DUTASTERIDE,THIOTEPA,0.0,1.0
DUTASTERIDE,TIAGABINE,0.0,1.0
DUTASTERIDE,TINIDAZOLE,0.0,1.0
DUTASTERIDE,TIZOXANIDE,0.0,1.0
DUTASTERIDE,TOLAZOLINE,0.0,1.0
DUTASTERIDE,TOLVAPTAN,0.0,1.0
DUTASTERIDE,TRANYLCYPROMINE,0.0,1.0
DUTASTERIDE,TRAZODONE,0.0,1.0
DUTASTERIDE,TRIAMTERENE,0.0,1.0
DUTASTERIDE,TRIFLUPROMAZINE,0.0,1.0
DUTASTERIDE,TRILOSTANE,1.0,0.0
DUTASTERIDE,TRIMETHOBENZAMIDE,1.0,0.0
DUTASTERIDE,TRIMETHOPRIM,0.0,1.0
DUTASTERIDE,TRIOXSALEN,0.0,1.0
DUTASTERIDE,VALPROIC ACID,1.0,0.0
DUTASTERIDE,VARENICLINE,1.0,0.0
DUTASTERIDE,VECURONIUM BROMIDE,0.0,1.0
DUTASTERIDE,VINBLASTINE,0.0,1.0
DUTASTERIDE,ZAFIRLUKAST,0.0,1.0
DUTASTERIDE,ZALEPLON,0.0,1.0
DUTASTERIDE,ZILEUTON,1.0,0.0
DUTASTERIDE,ZOLINZA,1.0,0.0
DYCLONINE HCL,TEMOZOLOMIDE,1.0,0.0
DYDROGESTERONE,TEMOZOLOMIDE,1.0,0.0
DYNASORE,TEMOZOLOMIDE,1.0,0.0
DYPHYLLINE,PANOBINOSTAT,1.0,0.0
DYPHYLLINE,TEMOZOLOMIDE,1.0,0.0
Dabigatran,PANOBINOSTAT,0.0,1.0
Dabigatran,PF-431396,1.0,0.0
Dabigatran,Panobinostat,0.0,1.0
Dabigatran,RUXOLITINIB,0.0,1.0
Dabigatran,Ruxolitinib,0.0,1.0
Dabrafenib,PF-431396,1.0,0.0
Dabrafenib,Panobinostat,0.0,1.0
Dacarbazine,PF-431396,0.0,1.0
Dacinostat,Marizomib / Salinosporamide A,1.0,0.0
Dacinostat,PF-431396,1.0,0.0
Dacinostat,Ruxolitinib,1.0,0.0
Daclatasvir dihydrochloride,PF-431396,0.0,1.0
Dacomitinib,PF-431396,0.0,1.0
Dacomitinib,Ruxolitinib,0.0,1.0
Dacomitinib,ibrutinib,0.0,1.0
Daidzin,PANOBINOSTAT,1.0,0.0
Daidzin,Panobinostat,1.0,0.0
Daidzin,Ruxolitinib,1.0,0.0
Dalcetrapib,Marizomib / Salinosporamide A,0.0,1.0
Dalcetrapib,Panobinostat,0.0,1.0
Daminozide,PF-431396,0.0,1.0
Daminozide,RUXOLITINIB,0.0,1.0
Daminozide,Ruxolitinib,0.0,1.0
Danirixin,MARIZOMIB,0.0,1.0
Danirixin,Marizomib / Salinosporamide A,0.0,1.0
Danusertib,Docetaxel,0.0,1.0
Danusertib,Echinomycin,0.0,1.0
Danusertib,Englerin A,3.0,0.0
Danusertib,Etoposide,0.0,1.0
Danusertib,Everolimus,3.0,0.0
Danusertib,GMX-1778,1.0,2.0
Danusertib,GSK-461364A,0.0,1.0
Danusertib,GSK-923295,0.0,3.0
Danusertib,Ganetespib (STA-9090),0.0,1.0
Danusertib,Ispinesib,0.0,3.0
Danusertib,JQ1,1.0,1.0
Danusertib,KX-01,0.0,1.0
Danusertib,LY-2874455,3.0,0.0
Danusertib,Leptomycin B,1.0,1.0
Danusertib,Lestaurtinib,0.0,1.0
Danusertib,Linsitinib,1.0,0.0
Danusertib,MK-2206,1.0,0.0
Danusertib,Methotrexate,0.0,1.0
Danusertib,Mitomycin C,0.0,1.0
Danusertib,NSC-319726,0.0,1.0
Danusertib,NSC-48006,1.0,0.0
Danusertib,NVP-AUY922,1.0,2.0
Danusertib,NVP-BGT226,1.0,1.0
Danusertib,Navitoclax (ABT-263),5.0,0.0
Danusertib,Niraparib,2.0,0.0
Danusertib,Ombrabulin,0.0,1.0
Danusertib,PF-431396,1.0,0.0
Danusertib,Panobinostat,3.0,1.0
Danusertib,Pelitinib,3.0,0.0
Danusertib,Pralatrexate,0.0,1.0
Danusertib,Proscillaridin,0.0,1.0
Danusertib,Romidepsin,1.0,1.0
Danusertib,Sepantronium bromide,0.0,1.0
Danusertib,Thapsigargin,2.0,0.0
Danusertib,Tivantinib,0.0,1.0
Danusertib,YK-4-279,0.0,1.0
Danusertib (PHA-739358),Elacridar,1.0,0.0
Danusertib (PHA-739358),Tariquidar,1.0,0.0
Dapagliflozin,Marizomib / Salinosporamide A,0.0,1.0
Dapagliflozin,Panobinostat,0.0,1.0
Dapagliflozin,Ruxolitinib,0.0,2.0
Daphnetin,Ruxolitinib,1.0,0.0
Daporinad,Dasatinib,0.0,2.0
Daporinad,Dinaciclib (SCH727965),0.0,3.0
Daporinad,Docetaxel,0.0,1.0
Daporinad,Dorsomorphin,0.0,1.0
Daporinad,Doxorubicin,0.0,2.0
Daporinad,EED-226,0.0,1.0
Daporinad,Echinomycin,0.0,1.0
Daporinad,Englerin A,1.0,1.0
Daporinad,Entinostat,1.0,0.0
Daporinad,Epothilone A,0.0,1.0
Daporinad,Etoposide,0.0,1.0
Daporinad,Everolimus,1.0,2.0
Daporinad,GDC-0980,0.0,1.0
Daporinad,GMX-1778,2.0,0.0
Daporinad,GNE-618,1.0,0.0
Daporinad,Ganetespib (STA-9090),0.0,2.0
Daporinad,HDACi-02,1.0,0.0
Daporinad,HMSL10088,0.0,1.0
Daporinad,Ispinesib,0.0,1.0
Daporinad,JQ1,0.0,2.0
Daporinad,KX-01,0.0,1.0
Daporinad,Larotrectinib,1.0,0.0
Daporinad,Lenvatinib,1.0,0.0
Daporinad,Leptomycin B,0.0,2.0
Daporinad,Lestaurtinib,0.0,1.0
Daporinad,MK-1775,1.0,1.0
Daporinad,MK-2206,0.0,2.0
Daporinad,Mebendazole,0.0,1.0
Daporinad,Mefloquine,1.0,0.0
Daporinad,Methotrexate,0.0,2.0
Daporinad,Milciclib,0.0,1.0
Daporinad,Mitomycin C,0.0,2.0
Daporinad,NSC-319726,0.0,2.0
Daporinad,NSC-48006,1.0,0.0
Daporinad,NVP-AUY922,0.0,2.0
Daporinad,NVP-BGT226,0.0,4.0
Daporinad,Navitoclax (ABT-263),4.0,0.0
Daporinad,Niclosamide,1.0,0.0
Daporinad,Niraparib,2.0,1.0
Daporinad,ORY-1001,1.0,0.0
Daporinad,Orlistat,0.0,1.0
Daporinad,PAC-1,1.0,0.0
Daporinad,Palbociclib,0.0,1.0
Daporinad,Panobinostat,2.0,1.0
Daporinad,Parthenolide,1.0,0.0
Daporinad,Pelitinib,1.0,0.0
Daporinad,Pralatrexate,0.0,1.0
Daporinad,Prazosin hydrochloride,1.0,0.0
Daporinad,Proscillaridin,0.0,1.0
Daporinad,Romidepsin,0.0,1.0
Daporinad,SNS-032,0.0,1.0
Daporinad,Salinomycin,1.0,0.0
Daporinad,Selumetinib,0.0,1.0
Daporinad,Sepantronium bromide,0.0,1.0
Daporinad,Thapsigargin,0.0,2.0
Daporinad,Tivantinib,0.0,1.0
Daporinad,Trametinib,1.0,0.0
Daporinad,Vorinostat (SAHA),0.0,1.0
Daporinad,Withaferin A,1.0,0.0
Daporinad,YK-4-279,0.0,1.0
Daporinad,ibrutinib,0.0,1.0
Daprodustat,Marizomib / Salinosporamide A,0.0,1.0
Daprodustat,Panobinostat,0.0,1.0
Daptomycin,PF-431396,0.0,1.0
Daptomycin,Panobinostat,0.0,1.0
Darolutamide,PANOBINOSTAT,1.0,0.0
Darolutamide (ODM-201),Panobinostat,1.0,0.0
Darunavir,RUXOLITINIB,1.0,0.0
Darunavir,Ruxolitinib,1.0,0.0
Dasatinib,Dinaciclib (SCH727965),2.0,0.0
Dasatinib,Entinostat,0.0,1.0
Dasatinib,Erlotinib,0.0,1.0
Dasatinib,FCCP,1.0,0.0
Dasatinib,Fingolimod hydrochloride,0.0,1.0
Dasatinib,Flavopiridol,0.0,1.0
Dasatinib,GMX-1778,0.0,1.0
Dasatinib,IMD-0354,1.0,0.0
Dasatinib,Irinotecan,0.0,1.0
Dasatinib,Ixazomib,0.0,1.0
Dasatinib,JQ1,1.0,0.0
Dasatinib,Marizomib,0.0,1.0
Dasatinib,Mebendazole,1.0,0.0
Dasatinib,Mefloquine,1.0,0.0
Dasatinib,Mitomycin C,1.0,0.0
Dasatinib,Navitoclax (ABT-263),1.0,0.0
Dasatinib,PD-0325901,0.0,1.0
Dasatinib,PF-04691502,1.0,0.0
Dasatinib,PF-431396,1.0,0.0
Dasatinib,Panobinostat,2.0,0.0
Dasatinib,Parthenolide,0.0,1.0
Dasatinib,Plinabulin,1.0,0.0
Dasatinib,Raloxifene hydrochloride,0.0,1.0
Dasatinib,Ribociclib (LEE011),0.0,1.0
Dasatinib,Rotenone,1.0,0.0
Dasatinib,SNS-032,1.0,0.0
Dasatinib,SPC-839,1.0,0.0
Dasatinib,Selumetinib,1.0,0.0
Dasatinib,Thapsigargin,1.0,0.0
Dasatinib,Triptolide,0.0,1.0
Dasatinib,Vemurafenib,0.0,1.0
Dasatinib,ibrutinib,1.0,0.0
Daunorubicin,Panobinostat,1.0,0.0
Deacetyl cortivazol,Genz-669178,0.0,2.0
Deacetyl cortivazol,Marizomib / Salinosporamide A,1.0,0.0
Deacetyl cortivazol,Ruxolitinib,1.0,0.0
Decernotinib,MARIZOMIB,0.0,1.0
Decernotinib,Marizomib / Salinosporamide A,0.0,1.0
Decitabine,Panobinostat,0.0,1.0
Decoquinate,Dihydroergotamine,1.0,0.0
Decoquinate,Diphenhydramine hydrochloride,1.0,0.0
Decoquinate,Docetaxel,0.0,1.0
Decoquinate,Doxycycline,2.0,1.0
Decoquinate,Emetine,1.0,0.0
Decoquinate,Febrifugine,1.0,3.0
Decoquinate,GSK-2126458,1.0,2.0
Decoquinate,GSK-615,1.0,0.0
Decoquinate,Genz-669178,3.0,0.0
Decoquinate,Gramicidin,4.0,1.0
Decoquinate,Halofantrine,0.0,2.0
Decoquinate,Halofantrine hydrochloride,1.0,0.0
Decoquinate,INK-128,2.0,1.0
Decoquinate,Ivermectin,0.0,2.0
Decoquinate,JTC-801,2.0,0.0
Decoquinate,KN-62,1.0,0.0
Decoquinate,Leptomycin B,2.0,0.0
Decoquinate,Lopinavir,3.0,0.0
Decoquinate,Lumefantrine,1.0,1.0
Decoquinate,MK-4815,1.0,0.0
Decoquinate,ML238,8.0,0.0
Decoquinate,Mefloquine,0.0,2.0
Decoquinate,Methylene blue,2.0,0.0
Decoquinate,Methylrosaniline chloride,3.0,0.0
Decoquinate,Miconazole,1.0,1.0
Decoquinate,Midostaurin,0.0,1.0
Decoquinate,NITD609,0.0,2.0
Decoquinate,NVP-BGT226,1.0,0.0
Decoquinate,Nanchangmycin,1.0,0.0
Decoquinate,Nilotinib,0.0,3.0
Decoquinate,PD-173955,1.0,1.0
Decoquinate,PIK-93,1.0,1.0
Decoquinate,Panobinostat,2.0,0.0
Decoquinate,Piperaquine,3.0,0.0
Decoquinate,Pyrimethamine,1.0,0.0
Decoquinate,Quinidine,2.0,0.0
Decoquinate,Quisinostat,1.0,0.0
Decoquinate,Reserpine,3.0,0.0
Decoquinate,Rifampicin,1.0,0.0
Decoquinate,SB228357,2.0,0.0
Decoquinate,Sarpogrelate,1.0,0.0
Decoquinate,Sorafenib,1.0,0.0
Decoquinate,T3.5,0.0,1.0
Decoquinate,Tafenoquine,1.0,1.0
Decoquinate,Thiolactomycin,1.0,0.0
Decoquinate,Thioproperazine dimethanesulfonate,1.0,0.0
Decoquinate,Torin-1,0.0,1.0
Decoquinate,Trichostatin A,2.0,0.0
Decoquinate,Verapamil,0.0,1.0
Decoquinate,Vorinostat (SAHA),1.0,0.0
Decoquinate,WAY-600,2.0,1.0
Decoquinate,ZM-447439,1.0,0.0
Decoquinate,ZSTK-474,0.0,2.0
Defactinib,PANOBINOSTAT,0.0,1.0
Defactinib,Panobinostat,0.0,1.0
Degrasyn,PF-431396,1.0,0.0
Degrasyn,ibrutinib,1.0,0.0
Deguelin,PF-431396,0.0,1.0
Deguelin,Panobinostat,1.0,0.0
Deguelin,Ruxolitinib,0.0,1.0
Deguelin,ibrutinib,1.0,0.0
Delanzomib,Marizomib / Salinosporamide A,1.0,0.0
Delanzomib,Panobinostat,1.0,0.0
Delanzomib,Ruxolitinib,1.0,0.0
Demecolcine,PANOBINOSTAT,1.0,0.0
Demecolcine,Panobinostat,1.0,0.0
Demecolcine,RUXOLITINIB,1.0,0.0
Demecolcine,Ruxolitinib,1.0,0.0
Derazantinib,MARIZOMIB,0.0,1.0
Derazantinib,Marizomib / Salinosporamide A,0.0,1.0
Dexamethasone,Ivermectin,0.0,2.0
Dexamethasone,Marizomib / Salinosporamide A,0.0,1.0
Dexamethasone,Ruxolitinib,4.0,2.0
Dexamethasone,ibrutinib,1.0,0.0
Dexanabinol,MARIZOMIB,1.0,0.0
Dexanabinol,Marizomib / Salinosporamide A,1.0,0.0
Dexanabinol,PANOBINOSTAT,0.0,1.0
Dexanabinol,Panobinostat,0.0,1.0
Dexchlorpheniramine hydrochloride,Dihydroergotamine,1.0,0.0
Dexchlorpheniramine hydrochloride,Diphenhydramine hydrochloride,1.0,0.0
Dexchlorpheniramine hydrochloride,Docetaxel,1.0,0.0
Dexchlorpheniramine hydrochloride,Doxepin,1.0,0.0
Dexchlorpheniramine hydrochloride,Etonogestrel,1.0,0.0
Dexchlorpheniramine hydrochloride,Fosmidomycin,1.0,0.0
Dexchlorpheniramine hydrochloride,Gramicidin,1.0,1.0
Dexchlorpheniramine hydrochloride,JTC-801,1.0,0.0
Dexchlorpheniramine hydrochloride,Mefloquine,1.0,0.0
Dexchlorpheniramine hydrochloride,Methylene blue,0.0,1.0
Dexchlorpheniramine hydrochloride,Reserpine,1.0,0.0
Dexchlorpheniramine hydrochloride,SB228357,1.0,0.0
Dexchlorpheniramine hydrochloride,Sarpogrelate,1.0,1.0
Dexchlorpheniramine hydrochloride,Sorafenib,2.0,0.0
Dexchlorpheniramine hydrochloride,Sulfadoxine,0.0,1.0
Dexchlorpheniramine hydrochloride,T3.5,2.0,0.0
Dexchlorpheniramine hydrochloride,Thiolactomycin,0.0,1.0
Dexchlorpheniramine hydrochloride,Thioproperazine dimethanesulfonate,2.0,0.0
Dexchlorpheniramine hydrochloride,Vorinostat (SAHA),3.0,0.0
Dexrazoxane hydrochloride,PF-431396,0.0,1.0
Diclazuril,Ruxolitinib,1.0,0.0
Diclofenac sodium,PF-431396,0.0,1.0
Diclofensine,PF-431396,1.0,0.0
Dienestrol,Panobinostat,1.0,0.0
Dienogest,Ruxolitinib,1.0,0.0
Digoxin,Panobinostat,1.0,0.0
Digoxin,Ruxolitinib,1.0,0.0
Dihydroergotamine,Diphenhydramine hydrochloride,1.0,0.0
Dihydroergotamine,Doxepin,1.0,0.0
Dihydroergotamine,Epothilone B,0.0,1.0
Dihydroergotamine,Etonogestrel,0.0,1.0
Dihydroergotamine,Fosmidomycin,1.0,1.0
Dihydroergotamine,Genz-668764,1.0,0.0
Dihydroergotamine,Genz-669178,1.0,0.0
Dihydroergotamine,Gramicidin,2.0,0.0
Dihydroergotamine,Halofantrine hydrochloride,2.0,0.0
Dihydroergotamine,Ivermectin,1.0,2.0
Dihydroergotamine,JTC-801,0.0,1.0
Dihydroergotamine,Lopinavir,1.0,0.0
Dihydroergotamine,Lumefantrine,2.0,0.0
Dihydroergotamine,MK-4815,2.0,0.0
Dihydroergotamine,ML238,1.0,0.0
Dihydroergotamine,Mefloquine,1.0,0.0
Dihydroergotamine,Methylene blue,0.0,1.0
Dihydroergotamine,Miconazole,3.0,0.0
Dihydroergotamine,Pyrimethamine,1.0,0.0
Dihydroergotamine,Sarpogrelate,4.0,0.0
Dihydroergotamine,Sorafenib,1.0,1.0
Dihydroergotamine,Sulfadoxine,3.0,0.0
Dihydroergotamine,T3.5,1.0,0.0
Dihydroergotamine,Thiolactomycin,1.0,0.0
Dihydroergotamine,Thioproperazine dimethanesulfonate,1.0,0.0
Dihydroergotamine,ZM-447439,1.0,1.0
Dihydromyricetin,PF-431396,0.0,1.0
Diindolylmethane,Panobinostat,1.0,0.0
Diltiazem,Halofantrine hydrochloride,2.0,0.0
Diltiazem,Lumefantrine,1.0,0.0
Diltiazem,Mefloquine,1.0,0.0
Diltiazem,Methylene blue,0.0,2.0
Diltiazem,NITD609,1.0,0.0
Diltiazem,Pyronaridine,0.0,1.0
Diltiazem hydrochloride,Ruxolitinib,0.0,1.0
Dimethyl fumarate,PF-431396,0.0,1.0
Dinaciclib (SCH727965),Docetaxel,1.0,0.0
Dinaciclib (SCH727965),Dorsomorphin,1.0,0.0
Dinaciclib (SCH727965),Doxorubicin,0.0,1.0
Dinaciclib (SCH727965),Eeyarestatin I,0.0,1.0
Dinaciclib (SCH727965),Epothilone A,0.0,1.0
Dinaciclib (SCH727965),Etoposide,0.0,2.0
Dinaciclib (SCH727965),Everolimus,0.0,1.0
Dinaciclib (SCH727965),GDC-0980,1.0,0.0
Dinaciclib (SCH727965),GMX-1778,0.0,1.0
Dinaciclib (SCH727965),GSK-461364A,0.0,1.0
Dinaciclib (SCH727965),GSK-923295,1.0,0.0
Dinaciclib (SCH727965),GSK-J4,1.0,0.0
Dinaciclib (SCH727965),Ganetespib (STA-9090),1.0,1.0
Dinaciclib (SCH727965),Gefitinib,1.0,0.0
Dinaciclib (SCH727965),INK-128,1.0,0.0
